,question
3542,"Who said, ""Here I stand. I can do no other""?"
3543,Whitehead sees life as directed towards what purpose?
3544,What do monetary savings in crops from the use of pesticide amount to?
3545,"In boxing, what is thrown into the ring to stop a fight?"
3546,How economically forward has this area been?
3547,What colour is the live wire in an electrical plug?
3548,What is not a natural taxonomy of the human species?
3549,To what movement was the task of spiritual leadership passed?
3550,Who states imply that humans are their own Gods?
3551,What word is used when speaking of correct teachings in contrast to a false teacher?
3552,What kind of human life-style is pushing hunter-gatherers out of their environment?
3553,"If you were a nyctophobic, what would you fear?"
3554,What word describes the ability to imagine and share another persons feelings and/or experiences?
3555,When did the Ussher chronology state that creation began?
3556,What creature from Greek mythology has a single eye on the center of its forehead?
3557,How many noble truths are there?
3558,What is the average hours of sunshine per year in Boston?
3559,Valentine’s Day falls during which month of the year?
3560,What needs to be made to ensure poorer members of society can participate in economic growth?
3561,What kind of barriers can prevent a person from telling someone they're in pain?
3562,How much was 1 troy ounce of gold worth?
3563,"Who wrote the poem Leisure which begins 'What is this life if, full of care, We have no time to stand and stare'?"
3564,What do people consume that has low amounts of the necessary essential fatty acids?
3565,"To what historical figure can the words ""Do you love me more"" be attributed?"
3566,Where did parents go to mourn their children?
3567,What is at the bottom of the ocean's food chain?
3568,"In Greek mythology, where do righteous souls go after death?"
3569,What can work to even the distribution of wealth?
3570,How many times did John levi scutage payments?
3571,What is identified as determining how a person views him or herself to a significant degree?
3572,What school of thought is questioned on whether or not it is a religion?
3573,"What is the medical description of the loss of hair from the head or body, sometimes to the extent of baldness?"
3574,What do dysfunctional people perceive the severity of their pain to be?
3575,"On death row In the USA, what is most popular request for last meal"
3576,Who did Paper Lace team up with in 1978 to make We've Got The Whole World In Our Hands
3577,What is the estimate of the number of orphan genes in the human genome?
3578,What is the opposite of inductive reactance?
3579,"In physics, the motions of particles within matter is understood by (What?) theory?"
3580,Who discovered the idea of true north?
3581,In the Bible who was the son of Abraham and Sarah?
3582,What systems are really geared toward mobility?
3583,What is dependent upon electrical potential energy?
3584,What has partical physics made to describe sub-atomic forces?
3585,Which belief is that God is the universe?
3586,"What category is defined to contain pleasure, pain, motivation, moods and dispositions?"
3587,Which element has the highest melting point?
3588,What is one example of failure testing?
3589,Do Czesław Miłosz and Nathalie Sarraute have the same nationality?
3590,How many players are on each team?
3591,What is the quantity which is canonical conjugate to time?
3592,What is the name of the private equity firm that owns the Equity Office?
3593,"""Who uttered the famous line """"Frankly my dear I don't give a damn?"""
3594,What percent of the population are between 20-64?
3595,What is one reason that a homosexual would engage in heterosexual behavior?
3596,In which city would you find 'Copacabana Beach' and 'Ipanema'?
3597,What is present in all non-placental mammals?
3598,Dogs were taken where to help people with mental disorders socialize?
3599,Dog minds have been shaped by thousands of years of contact with what species?
3600,What is the altitude which the FAA regulates over?
3601,What can visceral pain be accompanied by?
3602,"""In which card game can one score """"one for his knob""""?"""
3603,Who created Photo CDs?
3604,What team was the NFC champion?
3605,What idea states that reality is fundamentally constructed of bits of matter?
3606,Is I-91 similar to I-95 in terms of bad traffic?
3607,Which Peanuts character waits up every Halloween night for a visit from the Great Pumpkin?
3608,"In mythology, who was theGreek youth who drowned at night while swimming to meet 'Hero'?"
3609,When was the company that owned the City of Denver sold to its employees?
3610,What application lets PS3 users view and organize photographs?
3611,"Spelunking is the exploration of what, especially as a hobby?"
3612,There is a transitional state between one life and the next according to what branches of Buddhism?
3613,Faith can bring what eternal benefit?
3614,What is the musical term for one or more vocalists performing without an accompaniment?
3615,What sorts of people are more likely to be emotionally expressive?
3616,What is the financial incentive when a home is worth less than the mortgage loan?
3617,How were the moral standards of ancient cultures enforced?
3618,What caused the deaths of many school children?
3619,What is an insincere expression of sorrow?
3620,Who voiced the character of Bruce the shark in Finding Nemo?
3621,This word means 'to make a flippant or humorous remark about a serious subject?
3622,Karma's actions come from what?
3623,"Who founded the fast food chain whom Joshua Goez appeared in the ""Ranch Tooth"" commercials for?"
3624,What type of government does the United Kingdom and the Crown Dependencies have?
3625,Which food item is advertised as 'You either love it or hate it'?
3626,Which belief is expected to never try and visualize God?
3627,What defenses does a domestic cat have against predators?
3628,"What word describes the situation where someone has to choose between two difficulties, and to choose either would have an equally unpleasant outcome?"
3629,Where were they?
3630,What was the afterlife of the immortals called during this period?
3631,"""Which character in a play has a soliloquy that begins """"To be or not to be, that is the question.""""?"""
3632,What can neither be created nor destroyed by itself; it can only be transformed?
3633,Quantum field theory suggest what is the main substance?
3634,"Besides ketchup, what is the main ingredient in cocktail sauce?"
3635,What is commonly contrasted with empiricism?
3636,How much did the Grimm claim his employers said he should raise in grant money per year?
3637,Bone carving was used in the casket now on display in what institution?
3638,Which geological epoch are we currently in?
3639,Who did Sirhan Sirhan assassinate?
3640,"What is the acidic juice called of crab apples or other sour fruit, such as grapes?"
3641,"If someone contemplates God forever, what type of knowledge will they obtain?"
3642,What did Luther believe that the soul does after death?
3643,Where did millennia of coexistence produce a culture with advanced agricultural and social patterns?
3644,Who established the framework for quantum mechanics?
3645,Which color is opposite of red on the visible spectrum?
3646,"In degrees Celsius, what is the range of temperatures during the wet season?"
3647,A manx cat has no what?
3648,What does it mean if a God is not omnipotent?
3649,How many months of washing did a 1999 study look at?
3650,"In this theory, what action evokes an emotion?"
3651,What is communication viewed as?
3652,The sign language used in some stock exchanges to buy and sell is called what?
3653,"Lesley Foxcroft worked with MDF, Card, and which material that is produced by pressing together moist fibres?"
3654,What has led to many tragic instances of events like slavery and genocide?
3655,Heart disease and obesity are examples of what kind of disease?
3656,Which group in Europe used Kermes dye?
3657,What is the driving force for maintaining an equilibrium within an ecosystem?
3658,What is undisputed about early humans?
3659,Would you want to use passive infrared sensor in a area requiring 360-degree coverage?
3660,What are objective social constructions?
3661,How would you describe a predator that primarily eats plants?
3662,What other country besides Poland contains part of the historical and geographical region where Buława is located?
3663,Who is expected to lead the family in spiritual mentorship?
3664,"Which actor in the drama Blessed also played in ""Californication"" and the Truman Show?"
3665,What is a vacuum?
3666,Sauce Bigarade is made with which fruit?
3667,The idea that identity is made of components that are identified by individuals is what idea?
3668,What can the growth elasticity of poverty depend on?
3669,What type of LED can possibly cause blindness?
3670,What is the youngest student a teacher might have?
3671,"In what year was the ""Knowledge corridor high speed intercity passenger rail"" slated for construction?"
3672,"Even if there is no further Buddhist practice, what heavens is still likely?"
3673,Are there currently more Stabyhouns or Paisley Terriers alive in the world?
3674,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?
3675,What is a baby hamster called?
3676,"In Greek mythology, which Cyclops had his only eye blinded by Odysseus?"
3677,What characteristic flowers show variation in?
3678,In what 2 countries did both X-Large and A Bathing Ape have stores?
3679,"For older adolescents, is sexual activity in a romantic relationship associated with lower or higher levels of deviant behavior?"
3680,What is the name of Donald Duck’s girlfriend?
3681,In whic type of government is the leader elected?
3682,What term is applied to a left-handed boxer?
3683,"in the interstellar medium, what state is hydrogen in?"
3684,What gift is traditionally given on a 25th wedding anniversary?
3685,Where can one find the San Diego Zoo?
3686,What leads to confusion and collapse?
3687,What is the term for reactions some people have that are severe and life-threatening allergies (to environmental or dietary allergens or to medication)?
3688,"Over 80,000 photographs are taken around the world every second?"
3689,Who is older Danny Green or James Worthy?
3690,What is the format of school for girls and boys?
3691,Who does a pediatric doctor specialise in treating?
3692,"Standing for Time and Relative Dimensions in Space, who travels the universe in a spaceship disguised as a police box known as The Tardis?"
3693,What can be changed in an adult organism using gene therapy techniques?
3694,What was purple considered the color for?
3695,What can be seen as of essential importance to a practiced of humanism?
3696,Which of the following speculates what might become of Earth should humanity instantly disappear: Life After People or The Vanishing Prairie?
3697,"After version 3.4, Picasa was integrated into Photo Gallery along with what social networking site?"
3698,What limits the amount of life that can live at once on Earth?
3699,What colour is the car on monopoly's free parking space ?
3700,what was broken/damaged on the boat?
3701,What group is considered part of the Poles?
3702,"What, on the part of a teacher, can result in a decrease in student performance"
3703,What does high levels of inequality do to growth in poor countries?
3704,Is it important to know how information is coded in the brain?
3705,What is not allowed to confine and bind oneself?
3706,The  philosophy of space and time focuses what kind of flow within time?
3707,How many rooms does the most expensive hotel on the island have?
3708,Cats are known as what type of carnivore?
3709,What is an article that is carried rather than worn that isn't regarded as clothing?
3710,What word is used to describe a group of ants ?
3711,"What, when combined with a large workload, can contribute to occupational stress?"
3712,Visitors from what faith routinely visit the stupa?
3713,The OTG device with the B-plug inserted is called what?
3714,What techniques can be used to alter the genomes of an adult organism to treat genetic disease?
3715,Who will do anything for love (but he won't do that)?
3716,What colour/color traditionally are the Smurf cartoon characters?
3717,"If adult female sheep are called ewes and castrated adult males are wethers, what are the uncastrated male sheep called?"
3718,Roughly how many days of sunshine does Santa Monica get annually?
3719,What event is associated with the start of farming?
3720,Whats the typical age range for pre-school?
3721,"In what game might you hit, stand, split, or double down?"
3722,Which planet is nearest to the Sun?
3723,What can contract to give birth to a star?
3724,What vitamin precursor causes carrots to be orange?
3725,"""In which mobile app do you """"swipe"""" the screen to assess potential love interests?"""
3726,What word is not defined in the Constitution?
3727,In humans how many teeth are incisors?
3728,What is the estimate of how many physicians give out drugs on their own?
3729,What type of material tends to be worn in warmer seasons?
3730,"""Who coined the expresssion """"portmanteau words"""" for words made from combinations of other words, such as """"brunch""""?"""
3731,On average how many weekly hours did a domestic servant put in?
3732,What was the name of the first female smurf?
3733,What did the ancient Romans expect after death?
3734,What has become increasingly important as the technology deveops?
3735,"What candy company is responsible for M&Ms, Milky Way, Snickers, and Twix bars, among others?"
3736,Cute Poison are words on the tattoo by which British-American actor and star of Prison Break?
3737,Bribes can be direct or what?
3738,"What is the name of an episode of a TV show described as being ""a show about nothing""?"
3739,In which park would you find 'London Zoo'?
3740,"If necessary being is true in itself, what is contingent?"
3741,What has no electric charge?
3742,Does communication with peers increase or decrease during adolescence?
3743,How many realms of existance are within the cycle of rebirths?
3744,What does the photo tourist seek?
3745,What came to a halt during the moment of silence?
3746,What may a force on one part of an object affect?
3747,"In the human brain, what is the area that is involved in language processing, speech production and comprehension?"
3748,"Once Ian Crozier was infected with Ebola Virus Disease, what was his chance or survival?"
3749,"Clipper, Brigantine, Corvette, and Schooner are?"
3750,What uses an internal memory state?
3751,What type of implication might a certain type of clothing have?
3752,What light can harm human eyes or skin?
3753,What is Europe's largest island?
3754,When did he first mention wireless communication?
3755,"According to opponents of the death penalty, what does the death penalty cheapen?"
3756,What is the process in which hair and small blemishes are removed from the body by the application of heat using electric current?
3757,"According to Hegel, what form does thought necessarily take?"
3758,In Greek mythology what is the drink of the gods?
3759,What see is the one exception to this rule?
3760,What did the architects of the calendar notice about the astronomical tables?
3761,What do scientists assume black body radiation is?
3762,How many species of Ctenophores have not been fully described or named?
3763,A 'theocracy' is government by whom?
3764,"What is the deepest known part of the world's oceans, and the deepest location on the surface of the Earth's crust?"
3765,What kind of field is necessary to produce a magnet effect in oxygen molecules?
3766,What is one possible reasoning behind many students choosing to continue their smoking habits from middle school into late adolescence?
3767,Is not dating until a certain age a common sense or culturally-relative standard?
3768,"If people's nutritional status and health changes, what could this affect in their daily routine?"
3769,What age can an infabt recall steps in an order?
3770,Does the scientific community agree that earthquake prediction is possible?
3771,What can help over come the problems with the market?
3772,"According to doctrine, because all thing don't last, attachment can lead to what?"
3773,How many rounds can a contestant make it through before Hollywood?
3774,When will this extension end?
3775,What part of a human does language processing?
3776,"On a menu, what would you be eating if served 'Calamari'?"
3777,What team water sport involves two teams of six field players and one goalkeeper with a maximum of six substitutes?
3778,"Which game can have more players, The Magic Labyrinth or Shogun?"
3779,Who was the first professor of the college?
3780,Which was domesticated first? The dog? Or the Cat?
3781,"""What in the UK is referred to as """"grilling"""" is called what in the USA?"""
3782,Who is older?
3783,The invention of cigarettes made what popular?
3784,What is an example of a gastrointestinal problem other than diarrhea?
3785,How much did Geelong's Norm Smith Medal winner weigh?
3786,Where on Earth is free oxygen found?
3787,Lachanophobia is the irrational fear of which food items?
3788,What are you supposed to give/get for 40 years of marriage?
3789,"Who showed, in his thought experiments, that people travelling at different speeds measured time differently?"
3790,How can man obtain understanding of God?
3791,What are you if you are hirsute?
3792,Where do littoral creatures live?
3793,What does a plant get out of forming fruit?
3794,Who is popularly recognised as being the first person to run a mile in under 4 minutes?
3795,What was the name given in Ancient Greek mythology to the time/situation before the creation of the universe?
3796,What sort of sea creature is a Medusa?
3797,What is the technical term for baldness?
3798,What vaccine are researchers trying to improve on?
3799,What is the third film in The Matrix series called
3800,What is known as artificial light that is excessive or intrusive?
3801,An invention is a solution to what type of problem?
3802,What type of cheese is most commonly used on pizza?
3803,What is the namegiven to 'fortune telling' by playing or tarot cards?
3804,What is the second book of the bible?
3805,What variety of Girl Scout cookies contains toasted coconut?
3806,At least how many fatty acids are essential to the human health and have to be consumed rather than produced by the body?
3807,Do boys or girls grow muscle faster during puberty?
3808,What did 16 of the Western Air Plans not mention?
3809,In bookmaking how many times would an quarto sheet be folded?
3810,With what is it preferred that symbols are kept consistent with?
3811,"What action figure, the first to be marketed to boys, was modified in 1974 with the addition of ""kung fu grip""?"
3812,"Which candy is favored by the female member of the band known for its hit ""Seven Nation Army""?"
3813,How can pain effect a person's quality of life and general functioning?
3814,The internet craze of taking pictures of yourself lying face down in unusual locations is known by what name?
3815,For both men and women average life expectancy is how many years?
3816,Which isolated British island is half way between Easter Island and Tahiti?
3817,What was equally possible about the surface of the water in the bucket?
3818,How did he believe Jesus came into the world?
3819,The sensation of a knife twisting in the flesh is an example of what type of pain?
3820,What is usually worn on the feet to compliment the costumes?
3821,Where can the future of projectile based weapons possibly be found?
3822,What can the lack of regular sleep patterns cause?
3823,Which Hindu philosophy concerns dualism?
3824,What is subjective idealism closely related to?
3825,Where are these animals mostly located?
3826,"When using a probabilistic algorithm, how is the probability that the number is composite expressed mathematically?"
3827,What year was an atomic bomb detonated near the island?
3828,How many stores did Woolco operate before selling their shares to Walmart?
3829,A mummichog is what type of creature?
3830,Survival needs such as income for food and shelter motivates what type of entrepreneurship?
3831,"Without Whitehead's proposed purpose, life would be what?"
3832,"If you ordered 'Pollo' in an Italian restaurant, what would yoube eating?"
3833,What does a kleptomaniac have a compulsion to do?
3834,What company is responsible for 20% of South Korea's GDP?
3835,What do some civil disobedient people feel the need to acknowledge.
3836,What speech did he give?
3837,What invention led to advances in mathematics?
3838,Electromagnetic fields obey what laws?
3839,"""Which British comedian used the catchphrase, """"Can you hear me mother""""?"""
3840,Which entity does this political philosophy that is sometimes associated with an inherent utopia believe in removing from society?
3841,In what year were department store sales beaten by larger stores?
3842,Auditory refers to which of the senses?
3843,What theory best explains gravity?
3844,"In anatomy, what word refers to a difference in coloration, usually of the iris but also of hair or skin?"
3845,What is the forest Bleasdale is in also known as?
3846,What did the percentage fall to?
3847,What type of transportation serves Legoland California?
3848,What is the most populated country in the world?
3849,What did Darwin say could happen somewhere if there is a change in conditions?
3850,Animals without a spine are called what?
3851,Does a high ranking on the HDI indicate shorter or longer life expectancy?
3852,What is the term for insight knowledge?
3853,Who first introduced the idea that matter is made of atoms?
3854,What has crime rate been show to be correlated with in a society?
3855,What are customers seeking when they visit restaurants or taverns?
3856,What would be lower if there were fewer people?
3857,Who was Foot replaced by?
3858,Who was eliminated while she was in the hospital due to chest pains?
3859,"In calculus, what is the opposite of a derivative?"
3860,Who was reluctant to act quickly when urgent changes need to be made?
3861,What is necessary for a scientific theory to be falsified?
3862,"What is believed to better offer sounds of higher frequencies, compact discs or records?"
3863,What are done with the bodies of Kirants after death?
3864,What do people with lower income have less access to?
3865,"What walks down stairs, alone or in pairs, and makes a slinkity sound? A spring, a spring, a marvelous thing! Everyone knows it's?"
3866,"According to one of the main viewpoints of time, time is part of the fundamental structure of what?"
3867,What is the largest specie of monkey ?
3868,How many liters of beer are bought and sold every year?
3869,Which type of celestial object emits bursts of energy at regular intervals?
3870,Stonehenge is in which UK county?
3871,What is the preferred food type of a frugivore?
3872,How many pages was Principia Mathematica?
3873,What was the point of public procession to the god's temples?
3874,Are standard traffic patterns right-handed or left-handed?
3875,What type of creatures are 'Passerines'?
3876,What is a term for living force?
3877,What does a 'misogynist' hate?
3878,"In mathematics, what is a statement that appears likely to be true but has not been formally proven to be true under the rules of mathematical logic?"
3879,How much of the population is over age 60?
3880,Which is the largest planet in the solar system?
3881,Where are insects hatched from?
3882,"Which came out first, Fig Trees or (T)ERROR?"
3883,What cookies are commonly used in making banana pudding?
3884,Who also began an inquiry into the question of being?
3885,What is becoming increasingly economic in both developing and devloped countries?
3886,Which character did Hugo Weaving play in the film The Matrix?
3887,What proportion of animals go through a parasitic stage?
3888,"What is a genuine love of God with heart, soul and mind?"
3889,Who/what had the control during this time?
3890,A vacuum state with no matter particles or photons is called what?
3891,What is Donald Duck's middle name?
3892,On what day is full costume worn?
3893,"Who came up with the word ""ecology""?"
3894,What never precedes cause because of causality?
3895,Who is the school bus driver in 'The Simpsons'?
3896,In what year of high school did Eisenhower suffer a groin infection?
3897,To what do oscillators in the skin respond?
3898,What type of snake is known for spitting?
3899,More than what percentage of the students surveyed said they'd been bullied?
3900,Which is the largest ocean on Earth?
3901,What roles have interpreters occasionally played in history?
3902,What theory argues that conceptual cognition is not required for emotional meaning?
3903,Who wrote ‘If you can keep your head when all about you/Are losing theirs and blaming it on you….’?
3904,Which primary colour is mixed with white to produce pink?
3905,The fact that hot water freezes more quickly than cold water is known as what?
3906,"Which magazine has more issues per month, Club or Pro Football Weekly"
3907,How many passengers will the new airport be able to handle?
3908,Someone who tells lies is said to be what?
3909,Where were the activists reburied?
3910,How many persons were necessary to operate an iron plow?
3911,"Who proposed that life is a self-maintaining, infinite cycle?"
3912,"A large distribution center is for a company with over 13,000 stores and what other company?"
3913,What did Whitehead believe was the fundamental purpose of life?
3914,What is an organism that grazes upon other animals?
3915,"What can be skinny, tapered, slim, straight, boot oat, cigarette bottom, narrow-bottom, low waist, anti-fit, flared or distressed?"
3916,How much earlier do people's routines happen because of daylight savings?
3917,What incident killed Diana in Paris?
3918,"In order to be considered in the top percentile, a person would need to amass how much money each year?"
3919,What shape are SpongeBob's pants?
3920,"During the 2008 season, how many teams averaged more than 13,000 spectators per game?"
3921,Do a teen's friends have a large or small impact on their social development?
3922,A plantar wart is more commonly known as a what?
3923,Which theorist argued that not everyone fully achieves identity?
3924,"""Who created the work """"A Thousand Years"""", consisting of a cow's head, maggots and an insect electrocutor?"""
3925,"Which format, DVD or Laserdisc, can become unreadable with damage?"
3926,What do they sometimes do for entertainment?
3927,On what date did the Space Race begin?
3928,What is the disadvantage of more critical infrastructure being controlled via computer programs?
3929,"Take marshmallows, graham crackers and chocolate - what do you get?"
3930,How far back in time do people in 'Terra Nova' travel?
3931,Which artist painted 'Dancer At The Barre'?
3932,What is considered a location with a high level of ambiguity?
3933,What type of fixtures do you use for indoor lighting?
3934,How many bloody noses did Spielberg get in High School?
3935,"According to Vaisesika philosophy, how many substances comprise reality?"
3936,What expressions are utilized when is really implied to be a longer expression?
3937,The diet of what mythical monster periodically included seven youths and seven maidens?
3938,"In a Chinese restaurant, what does a diner get if he orders wonton?"
3939,Where we these two people from?
3940,Which type of memory enables us to remember knowledge of the world?
3941,What are those with lower incomes less likely to have in order to prepare for the future?
3942,In our solar system which is the largest planet?
3943,When did Diana die?
3944,What is the name of Spongebob Squarepants best friend?
3945,Who wrote the Tarzan books?
3946,What is used to light walkways at night?
3947,What do the Americans call what we call a coffin?
3948,What concept helps map and define people's experiences of self in society?
3949,What is the opposite of Utopia?
3950,An exoplanet is a planet which does what to a sun (outside of our own solar system)?
3951,What are animals also a part of?
3952,What is the best-selling soda in the U.S. that is not made by Pepsi or Coke?
3953,A sarcophagus traditionally contains a?
3954,"Which term refers to more than one type of drink, Blow Job or Shrub?"
3955,"What geological term refers to granular material sized between sand and clay, derived from soil or rock?"
3956,Who did the children work beside?
3957,"Photo Gallery includes the ability to sort by age, color, or what other unusual criteria for photo software?"
3958,"If growth continues as it has, what religion will be the largest in the world by 2050?"
3959,"If you order fromage at a French restaurant, what will you get?"
3960,Which of earth's oceans holds the most water?
3961,What describes the connection between the conditions of cyclic existence?
3962,Do boys or girls experience a more significant increase in body fat?
3963,How much of the population lives below the poverty line?
3964,Is the age that peope are allowed to marry universally decided upon?
3965,By what decade were analog computing devices rendered obsolete?
3966,Evidence has shown some lay people got to proficiency in all eight what?
3967,What issues may prevent women from working outside the home or receiving education?
3968,Which color of hair is most common among mammalian taxa?
3969,In the Disney film what was Cinderella’s lost slipper made from
3970,Why would a knuckle -space count be used to determine months?
3971,would you be more likely to hear music from Josh Homme or  Keisuke Kuwata in a movie?
3972,"Where will God resurrected the ""other sheep"" after Armageddon?"
3973,What are machines that operate with no contact to the outside world called?
3974,The olfactory organs are concerned with the sense of what?
3975,What will have the greatest impact on the global economic crisis?
3976,The body and soul's interaction takes place where?
3977,"What, ultimately, will the sun become?"
3978,"Who stared in ""The Vampire Diaries"" and Blue Like Jazz?"
3979,Which star constellation is ‘the charioteer’?
3980,"Poached eggs on muffins with hollandaise sauce, and ham or bacon are popularly called 'eggs (What?)'?"
3981,"In Aboriginal myth, if Dreamtime is the era when spirit beings created the world, what are the paths they traversed?"
3982,What type of consciousness is similar but not identical to consciousness itself?
3983,What word is used for the divination of dreams?
3984,How deep is the fault?
3985,From whom is married love generated?
3986,Mindless Self Indulgence and Tappi Tíkarrass are both what?
3987,"According to the author, who would have particular trouble in accepting that reality is fundamentally mental?"
3988,About how long ago did modern human beings first come into existence?
3989,"In Australia, on which side of the road do motorists drive?"
3990,When may immunity be acquired?
3991,"According to Kierkegaard, why can't reality be a system for human beings?"
3992,"Which ‘A’ is a bright blue colour, often associated with a clear, unclouded sky?"
3993,Which measure must be adopted when there is a choice between several?
3994,How old was the oldest brain discovered thought to be?
3995,Instead of turning to a spiritual or divine source practicers of humanism turn to what?
3996,How much consumption of non-fish foods would you get eating only packages with Med Marks on them?
3997,Who won't you like when he's angry?
3998,What type of conditions are not present in modern societies?
3999,What is the larger count for numbers of dogs considered to populate the planet?
4000,"The smaller particles that make up atoms, like protons and neutrons, are what kind of particles?"
4001,What might have a very hot earth stopped from occurring?
4002,Red is opposite what color of the spectrum?
4003,What is the type of symbiotic relationship where the symbionts can live together but can also survive alone?
4004,Are children or adolescents more likely to question assertions and less likely to accept facts?
4005,Which astronomer is credited with discovering that the Universe is expanding?
4006,What should be used to answer ultimate questions on morality and meaning?
4007,What radio stations can they be heard on?
4008,"Non-brewed condiment is a vinegar substitute created with water, acetic acid, flavourings and often caramel colour, it is sometimes used in fish and chip shops, is a hot dish of which nationality origin, consisting of fried battered fish and hot potato chips?"
4009,If you suffered from gymnophobia what would your fear be?
4010,What is the collective noun for a group of monkeys?
4011,Who believed that the same forces that controlled the universe also controlled the human body?
4012,Photovoltaic and solar-thermal plants may meet how much of the world's energy needs by 2060?
4013,What can be coined at any time?
4014,Is using the tax revenues and credit of the more stable banks to bail out the ones in danger of default an accepted practice?
4015,How many nations control this region in total?
4016,What is the name for the phenomenon that causes a spectrum of light to appear in the sky when the sun shines onto droplets of moisture in the Earth's atmosphere?
4017,What is the Everton FC's overdraft with Barclays Bank secured against?
4018,Who coached the team from the Big 12 Conference that played the UCLA Bruins in the 2012 Holiday Bowl?
4019,What is the name for the crime of lying under oath?
4020,The Pilgrim's Way ends in Canterbury - where does it start?
4021,Where did this type of thinking next travel to?
4022,Dead animals that died as a result of natural causes or non-fatal injuries are called?
4023,What percent of the bus systems use alternate fuels?
4024,What path is described as being built upon the motivation to liberate all living beings?
4025,Are modern day teenagers exposed to more or less media than other generations?
4026,What is the term for the degree to which an emotional experience feels positive or negative?
4027,"In dentistry, what name is given to a gap between the two front teeth?"
4028,What do people dress in for the King's funeral?
4029,A distinction was drawn between language and what?
4030,What phrase refers to a deceitful or treacherous person?
4031,What do mens sexual orientations tend be focused on?
4032,Some children suffer from ADD – what is this?
4033,"When remembering your first day of school or first dance, which memory are you using?"
4034,Who was responsible for dealing with chaotic train yards and unloaded wagons?
4035,To west country folk what people are ‘emmets’ and ‘grockles’?
4036,What type of religion believes that God is transcendent?
4037,Why do some people chose to go to jail for their disobedience?
4038,"What can people work towards if they aren't denied their functionings, capabilities and agency?"
4039,"The cartoon ""Drip Dippy Donald"", featuring a character who is an anthropomorphic white duck with a yellow-orange bill, legs, and feet, was directed by who?"
4040,What cities were destroyed by atom bombs?
4041,What do a lot of programs spend time waiting for?
4042,What types of containers is beer generally sold in?
4043,What are those with lower incomes often unable to manage?
4044,What is the limitation in human hearing referred to as?
4045,What do government agencies view the animals as?
4046,Who were rich enough to afford multiple lovers?
4047,What kind of birds fly low over water?
4048,"According to the rule of law, who must obey the laws?"
4049,Which interstate is the only one that uses kilometer posts instead of mileposts?
4050,What has replaced the former shipping premises?
4051,"What family do potatoes, tomatoes and peppers belong to?"
4052,"What is the grammatical term for words such as at, in, of, to, by, under, and with?"
4053,Olfactory refers to which of the senses?
4054,"If you are eating tripe, what are you eating?"
4055,In language the term ellipsis refers to missing/omitted what?
4056,What is better than having high pay at an NPO?
4057,Why are hydrocarbon pesticides not excreted?
4058,What is Nigeria's life expectancy?
4059,"In the human body, which pigment is primarily responsible for the colour of skin?"
4060,Who asked Jesus 'What is truth'?
4061,Ti Amo means I Love You in which language?
4062,Animals in what group are thought to form a monophyletic group?
4063,What virtual currency is used to make Marketplace purchases?
4064,What is the goal of the Buddhist path?
4065,How many of the working population use private cars?
4066,Deities represent what importance?
4067,"Who pointed out that ""if copyright were a natural right nothing could justify terminating this right after a certain period of time""?"
4068,What online service did the National Archives decide to use to showcase its photographic holdings?
4069,How many planes of existence are there?
4070,Skywalker is a fictional family that has capabilities related to what concept?
4071,How many passengers can the Ford Fiesta accommodate?
4072,Who argues that there are lots of supernatural things in the world?
4073,What genetic condition did the actor who died of a heart defect on the same day his character did have?
4074,Reactive responses are present in the brains of what animals?
4075,What is the characteristic that most separates humans from animals?
4076,What escape artist died after being punched in the stomach?
4077,Who is the final judge of right and wrong?
4078,By 1945 what was the total sale of 45s?
4079,What nutrients required by the human body for metabolic reactions are classified as water-soluble and fat-soluble? Did you take yours today?
4080,In which areas were the earliest human inhabitants discovered?
4081,"Which is bigger, Griffon Bruxellois or English Mastiff?"
4082,How should populations long inhabiting separate parts of the world be considered?
4083,What month and year did Moray make Schwarzenegger choose between her and Shriver?
4084,What brought the global financial system to the brink of collapse?
4085,How is a court hierarchy established?
4086,How many people are affiliated with religion?
4087,"""Who wrote """"Other people see things and say: why? - but I dream things that never were and say: why not?"""""""
4088,"If passengers don't want to take a train to the airport, what other transport is available?"
4089,"What word, when said loud enough always makes you sound precocious, is defined as “what you say when you don’t know what to say”?"
4090,Dogs can understand and communicate with what other species?
4091,Who refuses contact with outsiders on Sentinel Island?
4092,How does emotional speech processing determine a user's emotional state?
4093,What team was the AFC champion?
4094,"According to the proverb, what is it that pays all the debts?"
4095,Who makes a choice after the team that wins the coin toss has made their decision?
4096,"Which is a monthly publication, Tea Moderna or Vintage Life?"
4097,What distinction is sometimes referred to as the self?
4098,The release and contamination of the environment affects what important system other than the human race?
4099,What language has two-way distinctions between aspirated and voiced?
4100,What type of cells do all animals have?
4101,"Which was released first, Cheetah or Prom?"
4102,If you were using a pull-through what would you be cleaning?
4103,What colour is the flesh of a cantaloupe melon?
4104,Which bird lays the largest eggs?
4105,Protons and neutrons are made up of what smaller objects?
4106,Which disease is spread in minute water drops?
4107,"‘I See You, Baby (Shakin’ that Ass)’ is associated with which make and model of car?"
4108,What is the most traded commodity in the World?
4109,Who invented crankshafts?
4110,Who first suggested daylight saving?
4111,"In French cookery, a dubarry sauce contains which vegetable?"
4112,What component of emotion provides its perceived energy?
4113,How long does a wrestler have to get themselves free of the hold?
4114,In what belief is God the creator and sustainer of the universe?
4115,What is key to getting the skills needed for high demand jobs?
